arm,arm_label,seed,env,task_id,status,success,gt_steps,executed_steps,exec_over_gt,wall_clock_s,total_llm_calls,oracle_calls,repair_calls,executor_calls,judge_calls,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,verify_mode,z3_checks,z3_unsat_events,shadow_unsat_events,repair_mode,repair_attempts,repair_successes,escalations,cdcl_enabled,clauses_learned,outer_iters,oracle_plans,termination_reason,deadlocked,validator_rejections,forbidden_rejections,hard_bans,goal,git_sha,model,temperature,timestamp
folbp-no-cdcl,- CDCL,0,env0,11,completed,True,11,11,1.0,13.089,1,1,0,0,0,2924,310,3234,12.958,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <orange>(49) in the <basket>(25). The <orange>(49) is originally in the <bedroom>(0).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:35:28+0530
folbp-prompt-only,- verification,0,env0,11,completed,True,11,11,1.0,14.937,1,1,0,0,0,2924,310,3234,14.909,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <orange>(49) in the <basket>(25). The <orange>(49) is originally in the <bedroom>(0).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:35:14+0530
pefa,PEFA (baseline),0,env0,11,completed,True,11,11,1.0,207.873,55,22,0,22,11,100552,3547,104099,207.82,,,,,,,,,,,,,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <orange>(49) in the <basket>(25). The <orange>(49) is originally in the <bedroom>(0).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:01:29+0530
folbp,"FOLBP (full, ours)",0,env0,12,completed,True,12,12,1.0,14.56,1,1,0,0,0,3206,357,3563,14.437,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:35:48+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,12,completed,True,12,12,1.0,13.349,1,1,0,0,0,3206,357,3563,13.091,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:35:53+0530
folbp-naive,naive one-shot,0,env0,12,completed,True,12,12,1.0,9.14,1,1,0,0,0,3206,357,3563,9.067,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:02+0530
folbp-no-cdcl,- CDCL,0,env0,12,completed,True,12,12,1.0,14.507,1,1,0,0,0,3206,357,3563,14.434,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:06+0530
folbp-prompt-only,- verification,0,env0,12,completed,True,12,12,1.0,13.297,1,1,0,0,0,3206,357,3563,13.235,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:35:47+0530
pefa,PEFA (baseline),0,env0,12,completed,True,12,12,1.0,264.089,60,24,0,24,12,113576,3236,116812,264.022,,,,,,,,,,,,,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <bag of chips>(37) and <bag of tea>(38) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:03:26+0530
folbp,"FOLBP (full, ours)",0,env0,13,completed,True,9,9,1.0,12.327,1,1,0,0,0,3112,230,3342,12.264,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:10+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,13,completed,True,9,9,1.0,14.44,1,1,0,0,0,3112,260,3372,14.322,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:25+0530
folbp-naive,naive one-shot,0,env0,13,completed,True,9,9,1.0,15.442,1,1,0,0,0,3112,260,3372,15.34,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:40+0530
folbp-no-cdcl,- CDCL,0,env0,13,completed,True,9,9,1.0,12.278,1,1,0,0,0,3112,230,3342,12.212,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:25+0530
folbp-prompt-only,- verification,0,env0,13,completed,True,9,9,1.0,13.136,1,1,0,0,0,3112,260,3372,13.085,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:19+0530
pefa,PEFA (baseline),0,env0,13,completed,True,9,9,1.0,140.1,45,18,0,18,9,86976,2892,89868,140.066,,,,,,,,,,,,,,,,,,['The <quadrotor>(22) lands on the <high kitchen table>(35) with the <knife>(54) in the <basket>(25).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:03:06+0530
folbp,"FOLBP (full, ours)",0,env0,14,completed,True,14,14,1.0,21.438,2,2,0,0,0,6303,603,6906,21.289,z3,5,3,0,symbolic,3,2,0,True,1,2,2,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:52+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,14,completed,True,14,14,1.0,99.536,8,3,5,0,0,25273,2540,27813,99.288,z3,8,5,0,llm,5,3,0,True,1,3,3,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:38:24+0530
folbp-naive,naive one-shot,0,env0,14,completed,True,14,14,1.0,9.685,1,1,0,0,0,3141,403,3544,9.605,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:37:06+0530
folbp-no-cdcl,- CDCL,0,env0,14,completed,True,14,14,1.0,19.085,2,2,0,0,0,6225,550,6775,18.879,z3,5,3,0,symbolic,3,2,0,False,0,2,2,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:37:06+0530
folbp-prompt-only,- verification,0,env0,14,completed,True,14,14,1.0,11.735,1,1,0,0,0,3141,403,3544,11.703,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:36:42+0530
pefa,PEFA (baseline),0,env0,14,completed,True,14,14,1.0,245.824,70,28,0,28,14,133790,5475,139265,245.765,,,,,,,,,,,,,,,,,,['Put the <sunglasses>(55) into the <cabinet>(34). The <cabinet>(34) is originally in the <childroom>(2).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:06:35+0530
folbp,"FOLBP (full, ours)",0,env0,15,completed,True,14,18,1.2857,51.741,3,3,0,0,0,10017,956,10973,51.391,z3,7,4,0,symbolic,4,3,0,True,1,3,3,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:38:03+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,15,completed,True,14,18,1.2857,113.224,9,4,5,0,0,30622,3015,33637,112.892,z3,9,5,0,llm,5,4,0,True,2,4,4,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:50+0530
folbp-naive,naive one-shot,0,env0,15,completed,True,14,14,1.0,12.741,1,1,0,0,0,3339,405,3744,12.623,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:38:41+0530
folbp-no-cdcl,- CDCL,0,env0,15,completed,True,14,14,1.0,24.492,2,2,0,0,0,6488,608,7096,24.274,z3,5,3,0,symbolic,3,2,0,False,0,2,2,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:38:33+0530
folbp-prompt-only,- verification,0,env0,15,completed,True,14,14,1.0,40.039,2,2,0,0,0,6658,641,7299,39.957,none,0,0,0,none,0,0,0,False,0,2,2,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:37:52+0530
pefa,PEFA (baseline),0,env0,15,completed,True,14,15,1.0714,389.435,75,30,0,30,15,147884,5905,153789,389.371,,,,,,,,,,,,,,,,,,['Put the <milkbox>(30) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:10:17+0530
folbp,"FOLBP (full, ours)",0,env0,16,completed,True,12,12,1.0,14.385,1,1,0,0,0,3880,344,4224,14.258,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:38:52+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,16,completed,True,12,12,1.0,14.862,1,1,0,0,0,3880,349,4229,14.751,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:11+0530
folbp-naive,naive one-shot,0,env0,16,completed,True,12,12,1.0,14.515,1,1,0,0,0,3880,344,4224,14.377,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:30+0530
folbp-no-cdcl,- CDCL,0,env0,16,completed,True,12,12,1.0,17.232,1,1,0,0,0,3880,349,4229,17.102,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:20+0530
folbp-prompt-only,- verification,0,env0,16,completed,True,12,12,1.0,14.703,1,1,0,0,0,3880,344,4224,14.629,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:00+0530
pefa,PEFA (baseline),0,env0,16,completed,True,12,12,1.0,213.488,60,24,0,24,12,130686,5123,135809,213.431,,,,,,,,,,,,,,,,,,['Put the <bread>(26) and <knife>(54) into the <plate>(51) which is on the <dining table>(13). The <bread>(26) is originally in the <microwave>(15).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:08:14+0530
folbp,"FOLBP (full, ours)",0,env0,17,completed,True,14,14,1.0,24.354,2,2,0,0,0,6226,608,6834,24.12,z3,5,3,0,symbolic,3,2,0,True,1,2,2,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:50+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,17,completed,True,14,14,1.0,53.896,2,1,1,0,0,6383,949,7332,53.844,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-05T23:43:29+0530
folbp-naive,naive one-shot,0,env0,17,completed,True,14,14,1.0,9.922,1,1,0,0,0,3129,405,3534,9.799,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:40:05+0530
folbp-no-cdcl,- CDCL,0,env0,17,completed,True,14,14,1.0,12.012,1,1,0,0,0,3129,405,3534,11.965,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:05:26+0530
folbp-prompt-only,- verification,0,env0,17,completed,True,14,14,1.0,15.986,1,1,0,0,0,3129,405,3534,15.913,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T03:39:50+0530
pefa,PEFA (baseline),0,env0,17,completed,True,14,14,1.0,263.353,70,28,0,28,14,152080,9491,161571,263.286,,,,,,,,,,,,,,,,,,['Put the <baby bottle>(36) into the <fridge>(14).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:09:50+0530
folbp,"FOLBP (full, ours)",0,env0,18,completed,True,14,14,1.0,22.93,2,2,0,0,0,6432,511,6943,22.883,z3,2,0,0,symbolic,0,0,0,True,1,2,2,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:07:01+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,18,completed,False,14,10,,438.478,56,56,0,0,0,185766,5450,191216,438.129,z3,56,0,0,llm,0,0,0,True,1,57,56,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:15:37+0530
folbp-naive,naive one-shot,0,env0,18,completed,False,14,10,,11.813,1,1,0,0,0,3111,390,3501,11.752,shadow,1,0,0,none,0,0,0,False,0,2,1,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:10:32+0530
folbp-no-cdcl,- CDCL,0,env0,18,completed,False,14,10,,518.053,56,56,0,0,0,180046,5450,185496,517.67,z3,56,0,0,symbolic,0,0,0,False,0,57,56,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:18:32+0530
folbp-prompt-only,- verification,0,env0,18,completed,False,14,10,,550.172,56,56,0,0,0,180046,5450,185496,550.015,none,0,0,0,none,0,0,0,False,0,57,56,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:16:14+0530
pefa,PEFA (baseline),0,env0,18,completed,True,14,14,1.0,244.35,70,28,0,28,14,131069,4441,135510,244.293,,,,,,,,,,,,,,,,,,['Put the <toy car>(46) into the <toy box>(45) and put the <dinner napkin>(41) on the <dining table>(13).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:14:40+0530
folbp,"FOLBP (full, ours)",0,env0,19,completed,True,14,14,1.0,27.937,3,3,0,0,0,10058,585,10643,27.892,z3,3,0,0,symbolic,0,0,0,True,1,3,3,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:15:08+0530
folbp-llm-repair,repair: LLM re-prompt,0,env0,19,completed,False,14,10,,467.863,56,56,0,0,0,196618,5437,202055,467.155,z3,56,0,0,llm,0,0,0,True,1,57,56,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:23:28+0530
folbp-naive,naive one-shot,0,env0,19,completed,False,14,10,,14.585,1,1,0,0,0,3018,377,3395,14.544,shadow,1,0,0,none,0,0,0,False,0,2,1,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:18:52+0530
folbp-no-cdcl,- CDCL,0,env0,19,completed,False,14,10,,436.485,56,56,0,0,0,190898,5432,196330,435.902,z3,56,0,0,symbolic,0,0,0,False,0,57,56,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:23:35+0530
folbp-prompt-only,- verification,0,env0,19,completed,False,14,10,,480.614,56,56,0,0,0,190898,5432,196330,479.818,none,0,0,0,none,0,0,0,False,0,57,56,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:23:15+0530
pefa,PEFA (baseline),0,env0,19,completed,True,14,14,1.0,239.361,70,28,0,28,14,123428,3131,126559,238.766,,,,,,,,,,,,,,,,,,['Put the <textbook>(44) on the <high table>(33). '],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-06T00:23:01+0530
folbp,"FOLBP (full, ours)",0,env1,0,completed,True,7,7,1.0,7.296,1,1,0,0,0,3950,204,4154,7.175,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:11+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,0,completed,True,7,7,1.0,7.699,1,1,0,0,0,3950,204,4154,7.678,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:12+0530
folbp-naive,naive one-shot,0,env1,0,completed,True,7,7,1.0,6.718,1,1,0,0,0,3950,204,4154,6.656,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:21+0530
folbp-no-cdcl,- CDCL,0,env1,0,completed,True,7,7,1.0,7.898,1,1,0,0,0,3950,204,4154,7.863,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:12+0530
folbp-prompt-only,- verification,0,env1,0,completed,True,7,7,1.0,6.833,1,1,0,0,0,3950,204,4154,6.822,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:11+0530
pefa,PEFA (baseline),0,env1,0,completed,True,7,7,1.0,155.262,35,14,0,14,7,69071,1677,70748,154.234,,,,,,,,,,,,,,,,,,['Put the <toy car>(29) into the <packing box>(39) which is in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:34:51+0530
folbp,"FOLBP (full, ours)",0,env1,1,completed,True,6,8,1.3333,19.504,2,2,0,0,0,8073,629,8702,19.413,z3,5,3,0,symbolic,3,1,0,True,1,2,2,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:36+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,1,completed,True,6,6,1.0,8.288,1,1,0,0,0,3839,173,4012,8.201,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:33+0530
folbp-naive,naive one-shot,0,env1,1,completed,True,6,6,1.0,7.28,1,1,0,0,0,3839,173,4012,7.255,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:43+0530
folbp-no-cdcl,- CDCL,0,env1,1,completed,True,6,6,1.0,7.979,1,1,0,0,0,3839,173,4012,7.959,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:38+0530
folbp-prompt-only,- verification,0,env1,1,completed,False,6,13,,11.071,1,1,0,0,0,3839,456,4295,11.053,none,0,0,0,none,0,0,0,False,0,2,1,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:27+0530
pefa,PEFA (baseline),0,env1,1,completed,True,6,6,1.0,127.847,30,12,0,12,6,65161,2484,67645,127.812,,,,,,,,,,,,,,,,,,['Put the <old clothes>(42) on the <chair>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:34:47+0530
folbp,"FOLBP (full, ours)",0,env1,2,completed,True,6,6,1.0,8.457,1,1,0,0,0,3962,176,4138,8.439,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:49+0530
folbp-llm-repair,repair: LLM re-prompt,0,env1,2,completed,True,6,6,1.0,9.552,1,1,0,0,0,3962,176,4138,9.506,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:33:02+0530
folbp-naive,naive one-shot,0,env1,2,completed,True,6,6,1.0,9.855,1,1,0,0,0,3962,176,4138,9.83,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:33:15+0530
folbp-no-cdcl,- CDCL,0,env1,2,completed,True,6,6,1.0,10.638,1,1,0,0,0,3962,176,4138,10.613,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:33:08+0530
folbp-prompt-only,- verification,0,env1,2,completed,True,6,6,1.0,8.314,1,1,0,0,0,3962,181,4143,8.305,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:32:54+0530
pefa,PEFA (baseline),0,env1,2,completed,True,6,6,1.0,112.229,30,12,0,12,6,54265,2162,56427,112.205,,,,,,,,,,,,,,,,,,['Put the <apple>(14) and <tomato>(15) into the <plate>(40) and put the <plate>(13) into the <sink>(8).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:35:03+0530
folbp,"FOLBP (full, ours)",0,env1,3,completed,True,7,7,1.0,8.395,1,1,0,0,0,3817,204,4021,8.373,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <pencil box>(43) on the <storage shelf>(38). They are both in the <utility room>(34).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T18:33:27+0530
